Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Tgt,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Season,Value
345,Darius Jennings,TEN,WR,26,16,0,1,1,21,0,0,1,2,2.0,0,15,11,101,9.18,0,0,0,1,0.0,0.0,17.0,28.1,31.1,22.6,0.0,140,0.0,2018,Waiver
348,Marcus Johnson,IND,WR,24,5,0,0,0,0,0,0,1,-2,-2.0,0,8,6,102,17.0,1,0,0,1,0.0,0.0,16.0,22.0,25.0,19.0,0.0,145,0.0,2018,Waiver
349,Jake Kumerow,GNB,WR,26,5,2,0,0,0,0,0,0,0,0.0,0,11,8,103,12.88,1,0,0,1,0.0,0.0,16.0,24.3,27.3,20.3,0.0,143,0.0,2018,Waiver
352,Deonte Thompson,2TM,WR,29,13,6,0,0,0,0,0,0,0,0.0,0,30,17,161,9.47,0,0,0,0,0.0,0.0,16.0,33.1,36.1,24.6,0.0,144,0.0,2018,Waiver
353,DJ Chark,JAX,WR,22,11,0,0,0,0,0,0,0,0,0.0,0,32,14,174,12.43,0,1,1,0,0.0,0.0,15.0,29.4,33.4,22.4,0.0,146,0.0,2018,Waiver
355,Cameron Meredith,NOR,WR,26,6,1,0,0,0,0,0,0,0,0.0,0,10,9,114,12.67,1,1,1,1,0.0,0.0,15.0,24.4,28.4,19.9,0.0,147,0.0,2018,Waiver
361,Vyncint Smith,HOU,WR,22,7,1,0,0,0,0,0,0,0,0.0,0,10,5,91,18.2,1,0,0,1,0.0,0.0,15.0,20.1,20.1,17.6,0.0,148,0.0,2018,Waiver
365,Deontay Burnett,NYJ,WR,21,5,1,0,0,0,0,0,0,0,0.0,0,15,10,143,14.3,0,0,0,0,0.0,0.0,14.0,24.3,27.3,19.3,0.0,150,0.0,2018,Waiver
367,Andy Jones,DET,WR,24,8,3,0,0,0,0,0,0,0,0.0,0,24,11,80,7.27,1,0,0,1,0.0,0.0,14.0,25.0,25.0,19.5,0.0,151,0.0,2018,Waiver
369,Trey Quinn,WAS,WR,23,3,2,0,0,0,0,0,1,0,0.0,0,10,9,75,8.33,1,0,0,1,0.0,0.0,14.0,22.5,22.5,18.0,0.0,152,0.0,2018,Waiver
370,Damion Ratley,CLE,WR,23,13,3,0,0,0,0,0,0,0,0.0,0,20,13,144,11.08,0,0,0,0,0.0,0.0,14.0,27.4,30.4,20.9,0.0,149,0.0,2018,Waiver
373,Derek Carrier,OAK,WR,28,16,2,0,0,0,0,0,0,0,0.0,0,12,7,67,9.57,1,0,0,1,0.0,0.0,13.0,19.7,19.7,16.2,0.0,154,0.0,2018,Waiver
376,Brandon Powell,DET,WR,23,6,1,0,0,0,0,0,1,4,4.0,0,17,11,129,11.73,0,0,0,0,0.0,0.0,13.0,24.3,27.3,18.8,0.0,153,0.0,2018,Waiver
379,Brice Butler,2TM,WR,28,8,1,0,0,0,0,0,0,0,0.0,0,10,6,60,10.0,1,0,0,1,0.0,0.0,12.0,18.0,18.0,15.0,0.0,155,0.0,2018,Waiver
384,Tommylee Lewis,NOR,WR,26,7,3,0,0,0,0,0,2,10,5.0,0,3,3,60,20.0,1,1,1,1,0.0,0.0,11.0,14.0,15.0,12.5,0.0,156,0.0,2018,Waiver
388,Eli Rogers,PIT,WR,26,3,3,0,0,0,0,0,1,-4,-4.0,0,14,12,79,6.58,0,1,0,0,1.0,0.0,10.0,21.5,21.5,15.5,0.0,157,0.0,2018,Waiver
390,De'Anthony Thomas,KAN,WR,25,5,0,0,0,0,0,0,1,6,6.0,0,5,3,29,9.67,1,1,0,1,0.0,0.0,10.0,12.5,12.5,11.0,0.0,158,0.0,2018,Waiver
399,Kevin White,CHI,WR,26,9,0,0,0,0,0,0,0,0,0.0,0,8,4,92,23.0,0,0,0,0,0.0,0.0,9.0,13.2,13.2,11.2,0.0,159,0.0,2018,Waiver
401,Cameron Batson,TEN,WR,23,11,2,0,0,0,0,0,1,1,1.0,0,11,8,82,10.25,0,1,0,0,0.0,0.0,8.0,16.3,16.3,12.3,0.0,160,0.0,2018,Waiver
402,Corey Coleman,NYG,WR,24,8,1,0,0,0,0,0,1,5,5.0,0,8,5,71,14.2,0,0,0,0,0.0,0.0,8.0,12.6,12.6,10.1,0.0,161,0.0,2018,Waiver
418,Russell Gage,ATL,WR,22,15,0,0,0,0,0,0,0,0,0.0,0,10,6,63,10.5,0,0,0,0,0.0,0.0,6.0,12.3,12.3,9.3,0.0,163,0.0,2018,Waiver
421,JJ Nelson,ARI,WR,26,14,2,0,0,0,0,0,4,0,0.0,0,19,7,64,9.14,0,0,0,0,0.0,0.0,6.0,13.4,13.4,9.9,0.0,162,0.0,2018,Waiver
422,Derrick Willies,CLE,WR,24,5,0,0,0,0,0,0,0,0,0.0,0,5,3,61,20.33,0,1,0,0,0.0,0.0,6.0,9.1,9.1,7.6,0.0,164,0.0,2018,Waiver
423,Kamar Aiken,PHI,WR,29,5,1,0,0,0,0,0,0,0,0.0,0,7,6,53,8.83,0,0,0,0,0.0,0.0,5.0,11.3,11.3,8.3,0.0,166,0.0,2018,Waiver
426,Noah Brown,DAL,WR,22,8,2,0,0,0,0,0,0,0,0.0,0,8,5,54,10.8,0,0,0,0,0.0,0.0,5.0,10.4,10.4,7.9,0.0,165,0.0,2018,Waiver
428,Shelton Gibson,PHI,WR,24,15,0,0,0,0,0,0,0,0,0.0,0,3,1,48,48.0,0,0,0,0,0.0,0.0,5.0,5.8,5.8,5.3,0.0,168,0.0,2018,Waiver
433,Neal Sterling,NYJ,WR,26,5,4,0,0,0,0,0,0,0,0.0,0,8,6,47,7.83,0,0,0,0,0.0,0.0,5.0,10.7,10.7,7.7,0.0,169,0.0,2018,Waiver
437,Bobo Wilson,TAM,WR,23,5,0,0,0,0,0,0,0,0,0.0,0,5,4,52,13.0,0,0,0,0,0.0,0.0,5.0,9.2,9.2,7.2,0.0,167,0.0,2018,Waiver
438,Chad Beebe,MIN,WR,24,3,0,0,0,0,0,0,0,0,0.0,0,4,4,39,9.75,0,0,0,0,0.0,0.0,4.0,7.9,7.9,5.9,0.0,172,0.0,2018,Waiver
441,Jawill Davis,NYG,WR,23,7,0,0,0,0,0,0,0,0,0.0,0,8,4,40,10.0,0,0,0,0,0.0,0.0,4.0,8.0,8.0,6.0,0.0,170,0.0,2018,Waiver
443,Rashad Greene,JAX,WR,26,8,1,0,0,0,0,0,0,0,0.0,0,8,6,60,10.0,0,2,1,0,0.0,0.0,4.0,10.0,11.0,7.0,0.0,171,0.0,2018,Waiver
453,Auden Tate,CIN,WR,21,7,0,0,0,0,0,0,0,0,0.0,0,12,4,35,8.75,0,0,0,0,0.0,0.0,4.0,7.5,7.5,5.5,0.0,174,0.0,2018,Waiver
454,Jalen Tolliver,ARI,WR,23,3,1,0,0,0,0,0,0,0,0.0,0,6,3,37,12.33,0,0,0,0,0.0,0.0,4.0,6.7,6.7,5.2,0.0,173,0.0,2018,Waiver
462,Charone Peake,NYJ,WR,26,13,0,0,0,0,0,0,0,0,0.0,0,3,2,25,12.5,0,0,0,0,0.0,0.0,3.0,4.5,4.5,3.5,0.0,176,0.0,2018,Waiver
464,Javon Wims,CHI,WR,24,4,0,0,0,0,0,0,0,0,0.0,0,5,4,32,8.0,0,0,0,0,0.0,0.0,3.0,7.2,7.2,5.2,0.0,175,0.0,2018,Waiver
470,River Cracraft,DEN,WR,24,8,0,0,0,0,0,0,0,0,0.0,0,2,1,44,44.0,0,1,1,0,0.0,0.0,2.0,3.4,4.4,2.9,0.0,177,0.0,2018,Waiver
473,Gehrig Dieter,KAN,WR,25,4,0,0,0,0,0,0,0,0,0.0,0,3,1,22,22.0,0,0,0,0,0.0,0.0,2.0,3.2,3.2,2.7,0.0,180,0.0,2018,Waiver
476,KhaDarel Hodge,LAR,WR,23,14,0,0,0,0,0,0,0,0,0.0,0,3,2,17,8.5,0,0,0,0,0.0,0.0,2.0,3.7,3.7,2.7,0.0,187,0.0,2018,Waiver
477,Justin Hunter,PIT,WR,27,5,0,0,0,0,0,0,0,0,0.0,0,13,3,21,7.0,0,0,0,0,0.0,0.0,2.0,5.1,5.1,3.6,0.0,181,0.0,2018,Waiver
479,Rishard Matthews,2TM,WR,29,8,0,0,0,0,0,0,0,0,0.0,0,9,5,24,4.8,0,0,0,0,0.0,0.0,2.0,7.4,7.4,4.9,0.0,178,0.0,2018,Waiver
480,Ray-Ray McCloud,BUF,WR,22,10,1,0,0,0,0,0,2,4,2.0,0,6,5,36,7.2,0,2,1,0,0.0,0.0,2.0,7.0,8.0,4.5,0.0,182,0.0,2018,Waiver
482,Brian Quick,WAS,WR,29,6,3,0,0,0,0,0,0,0,0.0,0,3,3,18,6.0,0,0,0,0,0.0,0.0,2.0,4.8,4.8,3.3,0.0,184,0.0,2018,Waiver
486,Malik Turner,SEA,WR,22,6,0,0,0,0,0,0,0,0,0.0,0,3,2,20,10.0,0,0,0,0,0.0,0.0,2.0,4.0,4.0,3.0,0.0,183,0.0,2018,Waiver
488,Nick Williams,2TM,WR,28,4,0,0,0,0,0,0,0,0,0.0,0,5,2,17,8.5,0,0,0,0,0.0,0.0,2.0,3.7,3.7,2.7,0.0,186,0.0,2018,Waiver
489,Terrance Williams,DAL,WR,29,3,2,0,0,0,0,0,0,0,0.0,0,3,2,18,9.0,0,0,0,0,0.0,0.0,2.0,3.8,3.8,2.8,0.0,185,0.0,2018,Waiver
490,Brandon Zylstra,MIN,WR,25,16,0,0,0,0,0,0,0,0,0.0,0,2,1,23,23.0,0,0,0,0,0.0,0.0,2.0,3.3,3.3,2.8,0.0,179,0.0,2018,Waiver
492,Victor Bolden,2TM,WR,23,6,0,0,0,0,0,0,0,0,0.0,0,4,1,10,10.0,0,0,0,0,0.0,0.0,1.0,2.0,2.0,1.5,0.0,192,0.0,2018,Waiver
494,Damiere Byrd,CAR,WR,25,8,0,0,0,0,0,0,0,0,0.0,0,2,1,8,8.0,0,0,0,0,0.0,0.0,1.0,1.8,1.8,1.3,0.0,195,0.0,2018,Waiver
496,Sammie Coates,HOU,WR,25,12,0,0,0,0,0,0,0,0,0.0,0,2,1,12,12.0,0,0,0,0,0.0,0.0,1.0,2.2,2.2,1.7,0.0,190,0.0,2018,Waiver
502,Justin Hardee,NOR,WR,24,16,0,0,0,0,0,0,0,0,0.0,0,1,1,10,10.0,0,0,0,0,0.0,0.0,1.0,2.0,2.0,1.5,0.0,193,0.0,2018,Waiver
503,Keon Hatcher,OAK,WR,24,3,0,0,0,0,0,0,0,0,0.0,0,2,1,8,8.0,0,0,0,0,0.0,0.0,1.0,1.8,1.8,1.3,0.0,196,0.0,2018,Waiver
506,Marcus Kemp,KAN,WR,23,16,0,0,0,0,0,0,0,0,0.0,0,2,1,7,7.0,0,0,0,0,0.0,0.0,1.0,1.7,1.7,1.2,0.0,200,0.0,2018,Waiver
507,Darvin Kidsy,WAS,WR,23,2,0,0,0,0,0,0,0,0,0.0,0,2,1,8,8.0,0,0,0,0,0.0,0.0,1.0,1.8,1.8,1.3,0.0,197,0.0,2018,Waiver
508,Allen Lazard,GNB,WR,23,1,0,0,0,0,0,0,0,0,0.0,0,1,1,7,7.0,0,0,0,0,0.0,0.0,1.0,1.7,1.7,1.2,0.0,199,0.0,2018,Waiver
510,Josh Malone,CIN,WR,22,9,0,0,0,0,0,0,0,0,0.0,0,5,1,12,12.0,0,0,0,0,0.0,0.0,1.0,2.2,2.2,1.7,0.0,191,0.0,2018,Waiver
511,J.D. McKissic,SEA,WR,25,5,0,0,0,0,0,0,3,8,2.67,0,1,0,0,0.0,0,0,0,0,0.0,0.0,1.0,0.8,0.8,0.8,0.0,198,0.0,2018,Waiver
517,Cam Phillips,BUF,WR,23,2,0,0,0,0,0,0,0,0,0.0,0,1,1,9,9.0,0,0,0,0,0.0,0.0,1.0,1.9,1.9,1.4,0.0,194,0.0,2018,Waiver
521,Justin Watson,TAM,WR,22,12,0,0,0,0,0,0,0,0,0.0,0,3,1,5,5.0,0,0,0,0,0.0,0.0,1.0,1.5,1.5,1.0,0.0,201,0.0,2018,Waiver
523,Joe Webb,HOU,WR,32,16,0,0,0,0,0,0,0,0,0.0,0,3,2,13,6.5,0,0,0,0,0.0,0.0,1.0,3.3,3.3,2.3,0.0,189,0.0,2018,Waiver
524,Tim White,BAL,WR,24,3,0,0,0,0,0,0,0,0,0.0,0,1,1,14,14.0,0,1,0,0,0.0,0.0,1.0,2.4,2.4,1.9,0.0,188,0.0,2018,Waiver
528,Jehu Chesson,WAS,WR,25,12,0,0,0,0,0,0,1,-4,-4.0,0,2,1,7,7.0,0,0,0,0,0.0,0.0,0.0,1.3,1.3,0.8,0.0,202,0.0,2018,Waiver
556,Darrius Heyward-Bey,PIT,WR,31,14,2,0,0,0,0,0,1,-7,-7.0,0,2,1,9,9.0,0,0,0,0,0.0,0.0,0.0,1.2,1.2,0.7,0.0,203,0.0,2018,Waiver
600,J'Mon Moore,GNB,WR,23,12,0,0,0,0,0,0,0,0,0.0,0,3,2,15,7.5,0,1,1,0,0.0,0.0,-1.0,1.5,2.5,0.5,0.0,237,0.0,2018,Waiver
602,Rod Streater,CLE,WR,30,3,0,0,0,0,0,0,1,-11,-11.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,-1.0,-1.1,-1.1,-1.1,0.0,238,0.0,2018,Waiver
605,JJ Jones,2TM,WR,26,4,0,0,0,0,0,0,1,0,0.0,0,1,1,3,3.0,0,2,1,0,0.0,0.0,-2.0,-0.7,0.3,-1.2,0.0,239,0.0,2018,Waiver
