Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Tgt,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Season,Value
394,David Njoku,CLE,TE,23,4,1,0,0,0,0,0,0,0,0.0,0,10,5,41,8.2,1,0,0,1,0.0,0.0,10.0,15.1,15.1,12.6,0.0,76,0.0,2019,Waiver
397,Mo Alie-Cox,IND,TE,26,16,2,0,0,0,0,0,0,0,0.0,0,11,8,93,11.63,0,0,0,0,0.0,0.0,9.0,17.3,17.3,13.3,0.0,78,0.0,2019,Waiver
403,J.P. Holtz,2TM,TE,26,15,7,0,0,0,0,0,0,0,0.0,0,8,7,91,13.0,0,0,0,0,0.0,0.0,9.0,16.1,16.1,12.6,0.0,79,0.0,2019,Waiver
410,Trey Burton,CHI,TE,28,8,5,0,0,0,0,0,0,0,0.0,0,24,14,84,6.0,0,0,0,0,0.0,0.0,8.0,22.4,22.4,15.4,0.0,80,0.0,2019,Waiver
414,Luke Willson,SEA,TE,29,8,7,0,0,0,0,0,0,0,0.0,0,10,8,79,9.88,0,0,0,0,0.0,0.0,8.0,15.9,15.9,11.9,0.0,81,0.0,2019,Waiver
416,Blake Bell,KAN,TE,28,15,7,0,0,0,0,0,0,0,0.0,0,15,8,67,8.38,0,0,0,0,0.0,0.0,7.0,14.7,14.7,10.7,0.0,83,0.0,2019,Waiver
419,Cethan Carter,CIN,TE,24,15,0,0,0,0,0,0,0,0,0.0,0,3,2,13,6.5,1,0,0,1,0.0,0.0,7.0,9.3,9.3,8.3,0.0,82,0.0,2019,Waiver
424,Durham Smythe,MIA,TE,24,16,14,0,0,0,0,0,0,0,0.0,0,14,7,65,9.29,0,0,0,0,0.0,0.0,7.0,13.5,13.5,10.0,0.0,85,0.0,2019,Waiver
425,Geoff Swaim,JAX,TE,26,6,2,0,0,0,0,0,0,0,0.0,0,17,13,65,5.0,0,0,0,0,0.0,0.0,7.0,19.5,19.5,13.0,0.0,84,0.0,2019,Waiver
429,Tyler Conklin,MIN,TE,24,15,1,0,0,0,0,0,0,0,0.0,0,10,8,58,7.25,0,0,0,0,0.0,0.0,6.0,13.8,13.8,9.8,0.0,87,0.0,2019,Waiver
436,Clive Walford,MIA,TE,28,7,3,0,0,0,0,0,0,4,0.0,0,8,4,57,14.25,0,0,0,0,0.0,0.0,6.0,10.1,10.1,8.1,0.0,86,0.0,2019,Waiver
444,Lance Kendricks,LAC,TE,31,12,1,0,0,0,0,0,0,0,0.0,0,7,3,50,16.67,0,0,0,0,0.0,0.0,5.0,8.0,8.0,6.5,0.0,90,0.0,2019,Waiver
447,Luke Stocker,ATL,TE,31,15,9,0,0,0,0,0,0,0,0.0,0,14,8,53,6.63,0,1,0,0,0.0,0.0,5.0,13.3,13.3,9.3,0.0,88,0.0,2019,Waiver
448,Trevon Wesco,NYJ,TE,24,16,1,0,0,0,0,0,1,2,2.0,0,3,2,47,23.5,0,0,0,0,0.0,0.0,5.0,6.9,6.9,5.9,0.0,91,0.0,2019,Waiver
451,Deon Yelder,KAN,TE,24,9,1,0,0,0,0,0,0,0,0.0,0,4,3,50,16.67,0,0,0,0,0.0,0.0,5.0,8.0,8.0,6.5,0.0,89,0.0,2019,Waiver
462,Pharaoh Brown,CLE,TE,25,9,6,0,0,0,0,0,0,0,0.0,0,3,2,27,13.5,0,0,0,0,0.0,0.0,3.0,4.7,4.7,3.7,0.0,94,0.0,2019,Waiver
467,Tanner Hudson,TAM,TE,25,9,1,0,0,0,0,0,0,0,0.0,0,5,2,26,13.0,0,0,0,0,0.0,0.0,3.0,4.6,4.6,3.6,0.0,96,0.0,2019,Waiver
471,Johnny Mundt,LAR,TE,25,13,2,0,0,0,0,0,0,0,0.0,0,7,4,26,6.5,0,0,0,0,0.0,0.0,3.0,6.6,6.6,4.6,0.0,95,0.0,2019,Waiver
473,Drew Sample,CIN,TE,23,9,2,0,0,0,0,0,0,0,0.0,0,6,5,30,6.0,0,0,0,0,0.0,0.0,3.0,8.0,8.0,5.5,0.0,93,0.0,2019,Waiver
479,Ross Travis,IND,TE,26,3,1,0,0,0,0,0,0,0,0.0,0,6,4,51,12.75,0,1,1,0,0.0,0.0,3.0,7.1,8.1,5.1,0.0,92,0.0,2019,Waiver
494,Josh Oliver,JAX,TE,22,4,1,0,0,0,0,0,0,0,0.0,0,6,3,15,5.0,0,0,0,0,0.0,0.0,2.0,4.5,4.5,3.0,0.0,98,0.0,2019,Waiver
496,Eric Saubert,CHI,TE,25,2,0,0,0,0,0,0,0,0,0.0,0,3,2,21,10.5,0,0,0,0,0.0,0.0,2.0,4.1,4.1,3.1,0.0,97,0.0,2019,Waiver
502,Antony Auclair,TAM,TE,26,8,5,0,0,0,0,0,0,0,0.0,0,3,1,11,11.0,0,0,0,0,0.0,0.0,1.0,2.1,2.1,1.6,0.0,103,0.0,2019,Waiver
505,Sean Culkin,LAC,TE,26,4,2,0,0,0,0,0,0,0,0.0,0,2,1,12,12.0,0,0,0,0,0.0,0.0,1.0,2.2,2.2,1.7,0.0,100,0.0,2019,Waiver
512,Chris Herndon,NYJ,TE,23,1,0,0,0,0,0,0,0,0,0.0,0,2,1,7,7.0,0,0,0,0,0.0,0.0,1.0,1.7,1.7,1.2,0.0,107,0.0,2019,Waiver
516,Charles Jones,JAX,TE,23,4,0,0,0,0,0,0,0,0,0.0,0,1,1,5,5.0,0,0,0,0,0.0,0.0,1.0,1.5,1.5,1.0,0.0,110,0.0,2019,Waiver
518,Ben Koyack,JAX,TE,26,11,6,0,0,0,0,0,0,0,0.0,0,3,1,9,9.0,0,0,0,0,0.0,0.0,1.0,1.9,1.9,1.4,0.0,105,0.0,2019,Waiver
519,Chris Manhertz,CAR,TE,27,15,6,0,0,0,0,0,0,0,0.0,0,1,1,11,11.0,0,0,0,0,0.0,0.0,1.0,2.1,2.1,1.6,0.0,102,0.0,2019,Waiver
522,Isaac Nauta,DET,TE,22,6,0,0,0,0,0,0,0,0,0.0,0,3,2,13,6.5,0,0,0,0,0.0,0.0,1.0,3.3,3.3,2.3,0.0,99,0.0,2019,Waiver
526,Dalton Schultz,DAL,TE,23,16,0,0,0,0,0,0,0,0,0.0,0,2,1,6,6.0,0,0,0,0,0.0,0.0,1.0,1.6,1.6,1.1,0.0,108,0.0,2019,Waiver
528,Scott Simonson,NYG,TE,27,5,1,0,0,0,0,0,0,0,0.0,0,2,2,11,5.5,0,0,0,0,0.0,0.0,1.0,3.1,3.1,2.1,0.0,101,0.0,2019,Waiver
530,Tyrone Swoopes,SEA,TE,25,5,2,0,0,0,0,0,0,0,0.0,0,1,1,5,5.0,0,0,0,0,0.0,0.0,1.0,1.5,1.5,1.0,0.0,109,0.0,2019,Waiver
532,Jordan Thomas,HOU,TE,23,5,2,0,0,0,0,0,0,0,0.0,0,3,1,8,8.0,0,0,0,0,0.0,0.0,1.0,1.8,1.8,1.3,0.0,106,0.0,2019,Waiver
534,Levine Toilolo,SFO,TE,28,13,0,0,0,0,0,0,0,0,0.0,0,2,2,10,5.0,0,0,0,0,0.0,0.0,1.0,3.0,3.0,2.0,0.0,104,0.0,2019,Waiver
550,Darrell Daniels,ARI,TE,25,11,0,0,0,0,0,0,0,0,0.0,0,3,1,4,4.0,0,0,0,0,0.0,0.0,0.0,1.4,1.4,0.9,0.0,111,0.0,2019,Waiver
552,James Develin,NWE,TE,31,2,2,0,0,0,0,0,2,3,1.5,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,113,0.0,2019,Waiver
562,Zach Gentry,PIT,TE,23,4,0,0,0,0,0,0,0,0,0.0,0,1,1,4,4.0,0,0,0,0,0.0,0.0,0.0,1.4,1.4,0.9,0.0,112,0.0,2019,Waiver
567,Xavier Grimble,PIT,TE,27,3,1,0,0,0,0,0,0,0,0.0,0,3,1,3,3.0,0,0,0,0,0.0,0.0,0.0,1.3,1.3,0.8,0.0,114,0.0,2019,Waiver
602,Eric Tomlinson,3TM,TE,27,8,3,0,0,0,0,0,0,0,0.0,0,1,1,1,1.0,0,0,0,0,0.0,0.0,0.0,1.1,1.1,0.6,0.0,115,0.0,2019,Waiver
8,Travis Kelce,KAN,TE,29,16,16,0,0,0,0,0,0,0,0.0,0,150,103,1336,12.97,10,2,1,10,0.0,0.0,192.0,294.6,298.6,243.1,109.0,1,8.0,2018,TE1
16,George Kittle,SFO,TE,25,16,16,0,0,0,0,0,1,10,10.0,0,136,88,1377,15.65,5,0,0,5,1.0,0.0,171.0,258.7,261.7,214.7,88.0,2,16.0,2018,TE1
17,Zach Ertz,PHI,TE,28,16,16,0,0,0,0,0,0,0,0.0,0,156,116,1163,10.03,8,1,0,8,0.0,0.0,164.0,280.3,283.3,222.3,81.0,3,17.0,2018,TE1
20,Eric Ebron,IND,TE,25,16,8,0,1,0,0,0,3,-8,-2.67,1,110,66,750,11.36,13,1,1,14,0.0,0.0,156.0,222.2,226.2,189.2,73.0,4,20.0,2018,TE1
39,Jared Cook,OAK,TE,31,16,14,0,0,0,0,0,0,0,0.0,0,101,68,896,13.18,6,0,0,6,0.0,0.0,126.0,193.6,196.6,159.6,43.0,5,39.0,2018,TE1
61,Trey Burton,CHI,TE,27,16,16,0,0,0,0,0,1,2,2.0,0,76,54,569,10.54,6,1,1,6,1.0,0.0,93.0,147.1,151.1,120.1,10.0,6,61.0,2018,TE1
64,Austin Hooper,ATL,TE,24,16,7,0,0,0,0,0,0,0,0.0,0,88,71,660,9.3,4,0,0,4,1.0,0.0,92.0,163.0,166.0,127.5,9.0,7,64.0,2018,TE1
65,David Njoku,CLE,TE,22,16,14,0,0,0,0,0,0,0,0.0,0,88,56,639,11.41,4,0,0,4,0.0,0.0,88.0,143.9,146.9,115.9,5.0,8,65.0,2018,TE1
66,Kyle Rudolph,MIN,TE,29,16,16,0,0,0,0,0,0,0,0.0,0,82,64,634,9.91,4,0,0,4,0.0,0.0,87.0,151.4,154.4,119.4,4.0,9,66.0,2018,TE1
68,O.J. Howard,TAM,TE,24,10,8,0,0,0,0,0,0,0,0.0,0,48,34,565,16.62,5,0,0,5,0.0,0.0,87.0,120.5,123.5,103.5,4.0,10,68.0,2018,TE1
72,Rob Gronkowski,NWE,TE,29,13,11,0,0,0,0,0,0,0,0.0,0,72,47,682,14.51,3,1,1,3,0.0,0.0,84.0,131.2,135.2,107.7,1.0,11,72.0,2018,TE1
76,Vance McDonald,PIT,TE,28,15,14,0,0,0,0,0,0,0,0.0,0,72,50,610,12.2,4,2,1,4,0.0,0.0,83.0,133.0,137.0,108.0,0.0,12,76.0,2018,TE1
151,Evan Engram,NYG,TE,24,11,8,0,0,0,0,0,3,36,12.0,0,64,45,577,12.82,3,0,0,3,1.0,0.0,81.0,126.3,129.3,103.8,0.0,13,0.0,2018,TE2
160,Jimmy Graham,GNB,TE,32,16,12,0,0,0,0,0,0,0,0.0,0,89,55,636,11.56,2,0,0,2,0.0,0.0,76.0,130.6,133.6,103.1,0.0,14,0.0,2018,TE2
169,Chris Herndon,NYJ,TE,22,16,12,0,0,0,0,0,0,0,0.0,0,56,39,502,12.87,4,2,0,4,0.0,0.0,74.0,113.2,116.2,93.7,0.0,15,0.0,2018,TE2
170,Mark Andrews,BAL,TE,23,16,3,0,0,0,0,0,0,0,0.0,0,50,34,552,16.24,3,0,0,3,0.0,0.0,73.0,107.2,110.2,90.2,0.0,16,0.0,2018,TE2
183,Jordan Reed,WAS,TE,28,13,8,0,0,0,0,0,0,0,0.0,0,84,54,558,10.33,2,1,1,2,0.0,0.0,66.0,119.8,123.8,92.8,0.0,17,0.0,2018,TE2
192,Cameron Brate,TAM,TE,27,16,2,0,0,0,0,0,0,0,0.0,0,49,30,289,9.63,6,1,1,6,0.0,0.0,63.0,92.9,96.9,77.9,0.0,18,0.0,2018,TE2
195,C.J. Uzomah,CIN,TE,25,16,15,0,0,0,0,0,0,0,0.0,0,64,43,439,10.21,3,0,0,3,0.0,0.0,62.0,104.9,107.9,83.4,0.0,19,0.0,2018,TE2
203,Dallas Goedert,PHI,TE,23,16,8,0,0,0,0,0,0,0,0.0,0,44,33,334,10.12,4,0,0,4,0.0,0.0,57.0,90.4,93.4,73.9,0.0,20,0.0,2018,TE2
207,Gerald Everett,LAR,TE,24,16,0,0,0,0,0,0,2,16,8.0,0,50,33,320,9.7,3,0,0,3,1.0,0.0,54.0,86.6,89.6,70.1,0.0,22,0.0,2018,TE2
208,Jesse James,PIT,TE,24,16,7,0,0,0,0,0,0,0,0.0,0,39,30,423,14.1,2,0,0,2,0.0,0.0,54.0,84.3,87.3,69.3,0.0,21,0.0,2018,TE2
209,Greg Olsen,CAR,TE,33,9,9,0,0,0,0,0,0,0,0.0,0,38,27,291,10.78,4,0,0,4,0.0,0.0,53.0,80.1,83.1,66.6,0.0,23,0.0,2018,TE2
211,Ben Watson,NOR,TE,38,16,4,0,0,0,0,0,0,0,0.0,0,46,35,400,11.43,2,0,0,2,0.0,0.0,52.0,87.0,90.0,69.5,0.0,24,0.0,2018,TE2
213,Vernon Davis,WAS,TE,34,14,8,0,0,0,0,0,0,0,0.0,0,36,25,367,14.68,2,0,0,2,1.0,0.0,51.0,75.7,78.7,63.2,0.0,25,0.0,2018,TE3
222,Blake Jarwin,DAL,TE,24,16,4,0,0,0,0,0,0,0,0.0,0,36,27,307,11.37,3,0,0,3,0.0,0.0,49.0,75.7,78.7,62.2,0.0,26,0.0,2018,TE3
228,Antonio Gates,LAC,TE,38,16,1,0,0,0,0,0,0,0,0.0,0,45,28,333,11.89,2,1,1,2,2.0,0.0,47.0,75.3,79.3,61.3,0.0,27,0.0,2018,TE3
233,Jordan Thomas,HOU,TE,22,16,10,0,0,0,0,0,0,0,0.0,0,27,20,215,10.75,4,0,0,4,0.0,0.0,46.0,65.5,68.5,55.5,0.0,28,0.0,2018,TE3
236,Ian Thomas,CAR,TE,22,16,6,0,0,0,0,0,0,0,0.0,0,49,36,333,9.25,2,0,0,2,0.0,0.0,45.0,81.3,84.3,63.3,0.0,29,0.0,2018,TE3
237,Nick Vannett,SEA,TE,25,15,9,0,0,0,0,0,0,0,0.0,0,43,29,269,9.28,3,1,0,3,0.0,0.0,45.0,73.9,76.9,59.4,0.0,30,0.0,2018,TE3
239,Jonnu Smith,TEN,TE,23,13,12,0,0,0,0,0,0,0,0.0,0,30,20,258,12.9,3,1,0,3,0.0,0.0,44.0,63.8,66.8,53.8,0.0,31,0.0,2018,TE3
246,Tyler Higbee,LAR,TE,25,16,16,0,0,0,0,0,0,0,0.0,0,34,24,292,12.17,2,1,0,2,0.0,0.0,41.0,65.2,68.2,53.2,0.0,32,0.0,2018,TE3
248,Jeff Heuerman,DEN,TE,26,11,10,0,0,0,0,0,0,0,0.0,0,48,31,281,9.06,2,0,0,2,0.0,0.0,40.0,71.1,74.1,55.6,0.0,34,0.0,2018,TE3
250,Ricky Seals-Jones,ARI,TE,23,15,5,0,0,0,0,0,0,0,0.0,0,69,34,343,10.09,1,0,0,1,0.0,0.0,40.0,74.3,77.3,57.3,0.0,33,0.0,2018,TE3
264,Jack Doyle,IND,TE,28,6,6,0,0,0,0,0,0,0,0.0,0,33,26,245,9.42,2,1,1,2,0.0,0.0,35.0,60.5,64.5,47.5,0.0,36,0.0,2018,TE3
265,Rhett Ellison,NYG,TE,30,14,12,0,0,0,0,0,0,0,0.0,0,34,25,272,10.88,1,0,0,1,1.0,0.0,35.0,60.2,63.2,47.7,0.0,35,0.0,2018,TE3
269,Jason Croom,BUF,TE,24,15,3,0,0,0,0,0,0,0,0.0,0,35,22,259,11.77,1,2,2,2,0.0,0.0,34.0,55.9,60.9,44.9,0.0,38,0.0,2018,TE4
270,Demetrius Harris,KAN,TE,27,15,3,0,0,0,0,0,0,0,0.0,0,25,12,164,13.67,3,0,0,3,0.0,0.0,34.0,46.4,49.4,40.4,0.0,37,0.0,2018,TE4
271,Ed Dickson,SEA,TE,31,10,1,0,0,0,0,0,1,9,9.0,0,13,12,143,11.92,3,0,0,3,0.0,0.0,33.0,45.2,48.2,39.2,0.0,39,0.0,2018,TE4
280,Levine Toilolo,DET,TE,27,16,10,0,0,0,0,0,0,0,0.0,0,24,21,263,12.52,1,0,0,1,0.0,0.0,32.0,53.3,56.3,42.8,0.0,40,0.0,2018,TE4
282,James Develin,NWE,TE,30,16,8,0,0,0,0,0,6,8,1.33,4,17,12,61,5.08,0,0,0,4,0.0,0.0,31.0,42.9,42.9,36.9,0.0,42,0.0,2018,TE4
284,Ryan Griffin,HOU,TE,28,14,11,0,0,0,0,0,0,0,0.0,0,43,24,305,12.71,0,0,0,0,0.0,0.0,31.0,54.5,57.5,42.5,0.0,43,0.0,2018,TE4
288,Matt LaCosse,DEN,TE,26,15,5,0,0,0,0,0,0,0,0.0,0,37,24,250,10.42,1,0,0,1,0.0,0.0,31.0,55.0,58.0,43.0,0.0,41,0.0,2018,TE4
291,Darren Fells,CLE,TE,32,16,11,0,0,0,0,0,0,0,0.0,0,12,11,117,10.64,3,0,0,3,0.0,0.0,30.0,40.7,43.7,35.2,0.0,45,0.0,2018,TE4
292,Geoff Swaim,DAL,TE,25,9,9,0,0,0,0,0,0,0,0.0,0,32,26,242,9.31,1,0,0,1,0.0,0.0,30.0,56.2,59.2,43.2,0.0,44,0.0,2018,TE4
297,Anthony Firkser,TEN,TE,23,12,0,0,0,0,0,0,0,0,0.0,0,20,19,225,11.84,1,0,0,1,0.0,0.0,29.0,47.5,50.5,38.0,0.0,46,0.0,2018,TE4
298,Luke Stocker,TEN,TE,30,16,11,0,0,0,0,0,1,0,0.0,0,21,15,165,11.0,2,0,0,2,0.0,0.0,29.0,43.5,46.5,36.0,0.0,47,0.0,2018,TE4
299,Will Dissly,SEA,TE,22,4,4,0,0,0,0,0,0,0,0.0,0,14,8,156,19.5,2,0,0,2,0.0,0.0,28.0,35.6,38.6,31.6,0.0,49,0.0,2018,Waiver
301,Michael Roberts,DET,TE,24,8,2,0,0,0,0,0,0,0,0.0,0,20,9,100,11.11,3,0,0,3,0.0,0.0,28.0,37.0,40.0,32.5,0.0,48,0.0,2018,TE4
305,Virgil Green,LAC,TE,30,16,16,0,0,0,0,0,0,0,0.0,0,27,19,210,11.05,1,0,0,1,0.0,0.0,27.0,46.0,49.0,36.5,0.0,50,0.0,2018,Waiver
309,Erik Swoope,IND,TE,26,7,2,0,0,0,0,0,0,0,0.0,0,10,8,87,10.88,3,0,0,3,0.0,0.0,27.0,34.7,34.7,30.7,0.0,51,0.0,2018,Waiver
313,Mo Alie-Cox,IND,TE,25,9,1,0,0,0,0,0,0,0,0.0,0,13,7,133,19.0,2,0,0,2,0.0,0.0,25.0,32.3,35.3,28.8,0.0,53,0.0,2018,Waiver
315,Josh Hill,NOR,TE,28,16,11,0,0,0,0,0,0,0,0.0,0,24,16,185,11.56,1,0,0,1,0.0,0.0,25.0,40.5,43.5,32.5,0.0,54,0.0,2018,Waiver
317,Lee Smith,OAK,TE,31,16,4,0,0,0,0,0,0,0,0.0,0,11,10,73,7.3,3,0,0,3,0.0,0.0,25.0,35.3,35.3,30.3,0.0,52,0.0,2018,Waiver
320,Tyler Eifert,CIN,TE,28,4,2,0,0,0,0,0,0,0,0.0,0,19,15,179,11.93,1,0,0,1,0.0,0.0,24.0,38.9,41.9,31.4,0.0,55,0.0,2018,Waiver
322,Jordan Akins,HOU,TE,26,16,6,0,0,0,0,0,0,0,0.0,0,25,17,225,13.24,0,0,0,0,0.0,0.0,23.0,39.5,42.5,31.0,0.0,57,0.0,2018,Waiver
324,Lance Kendricks,GNB,TE,30,16,3,0,0,0,0,0,0,0,0.0,0,25,19,170,8.95,1,0,0,1,0.0,0.0,23.0,42.0,45.0,32.5,0.0,56,0.0,2018,Waiver
326,Hayden Hurst,BAL,TE,25,12,0,0,0,0,0,0,1,0,0.0,0,23,13,163,12.54,1,0,0,1,0.0,0.0,22.0,35.3,38.3,28.8,0.0,58,0.0,2018,Waiver
329,Nick Boyle,BAL,TE,25,16,13,0,0,0,0,0,0,0,0.0,0,37,23,213,9.26,0,0,0,0,0.0,0.0,21.0,44.3,47.3,32.8,0.0,60,0.0,2018,Waiver
330,Garrett Celek,SFO,TE,30,15,1,0,0,0,0,0,0,0,0.0,0,8,5,90,18.0,2,0,0,2,0.0,0.0,21.0,26.0,26.0,23.5,0.0,62,0.0,2018,Waiver
333,James O'Shaughnessy,JAX,TE,26,14,9,0,0,0,0,0,0,0,0.0,0,38,24,214,8.92,0,0,0,0,0.0,0.0,21.0,45.4,48.4,33.4,0.0,59,0.0,2018,Waiver
334,Maxx Williams,BAL,TE,24,13,6,0,0,0,0,0,3,8,2.67,0,17,16,143,8.94,1,0,0,1,0.0,0.0,21.0,37.1,40.1,29.1,0.0,61,0.0,2018,Waiver
339,Mike Gesicki,MIA,TE,23,16,7,0,0,0,0,0,0,0,0.0,0,32,22,202,9.18,0,1,1,0,0.0,0.0,18.0,40.2,44.2,29.2,0.0,63,0.0,2018,Waiver
346,Jordan Leggett,NYJ,TE,23,15,4,0,0,0,0,0,0,0,0.0,0,24,14,114,8.14,1,0,0,1,0.0,0.0,17.0,31.4,34.4,24.4,0.0,64,0.0,2018,Waiver
347,Charles Clay,BUF,TE,29,13,12,0,0,0,0,0,0,0,0.0,0,36,21,184,8.76,0,1,1,0,0.0,0.0,16.0,37.4,41.4,26.9,0.0,65,0.0,2018,Waiver
350,MyCole Pruitt,TEN,TE,26,15,1,0,0,0,0,0,0,0,0.0,0,11,9,102,11.33,1,0,0,1,0.0,0.0,16.0,25.2,28.2,20.7,0.0,66,0.0,2018,Waiver
357,Nick O'Leary,MIA,TE,26,12,7,0,0,0,0,0,0,0,0.0,0,10,8,86,10.75,1,0,0,1,0.0,0.0,15.0,22.6,22.6,18.6,0.0,70,0.0,2018,Waiver
358,Logan Paulsen,ATL,TE,31,15,10,0,0,0,0,0,0,0,0.0,0,9,9,91,10.11,1,0,0,1,0.0,0.0,15.0,24.1,24.1,19.6,0.0,67,0.0,2018,Waiver
359,Austin Seferian-Jenkins,JAX,TE,26,5,5,0,0,0,0,0,0,0,0.0,0,19,11,90,8.18,1,0,0,1,0.0,0.0,15.0,26.0,26.0,20.5,0.0,68,0.0,2018,Waiver
360,Scott Simonson,NYG,TE,26,16,4,0,0,0,0,0,0,0,0.0,0,14,9,86,9.56,1,0,0,1,0.0,0.0,15.0,23.6,23.6,19.1,0.0,69,0.0,2018,Waiver
371,Robert Tonyan,GNB,TE,24,16,1,0,0,0,0,0,0,0,0.0,0,6,4,77,19.25,1,0,0,1,0.0,0.0,14.0,17.7,17.7,15.7,0.0,71,0.0,2018,Waiver
374,Seth Devalve,CLE,TE,25,13,4,0,0,0,0,0,0,0,0.0,0,7,5,74,14.8,1,0,0,1,0.0,0.0,13.0,18.4,18.4,15.9,0.0,72,0.0,2018,Waiver
380,Dalton Schultz,DAL,TE,22,11,7,0,0,0,0,0,0,0,0.0,0,17,12,116,9.67,0,0,0,0,0.0,0.0,12.0,23.6,26.6,17.6,0.0,73,0.0,2018,Waiver
381,A.J. Derby,MIA,TE,27,4,0,0,0,0,0,0,0,0,0.0,0,5,3,48,16.0,1,0,0,1,0.0,0.0,11.0,13.8,13.8,12.3,0.0,75,0.0,2018,Waiver
385,Chris Manhertz,CAR,TE,26,16,4,0,0,0,0,0,0,0,0.0,0,5,2,52,26.0,1,0,0,1,0.0,0.0,11.0,13.2,13.2,12.2,0.0,74,0.0,2018,Waiver
389,Jeremy Sprinkle,WAS,TE,24,16,9,0,0,0,0,0,0,0,0.0,0,9,5,41,8.2,1,0,0,1,0.0,0.0,10.0,15.1,15.1,12.6,0.0,76,0.0,2018,Waiver
391,Darren Waller,OAK,TE,26,4,0,0,0,0,0,0,1,21,21.0,0,6,6,75,12.5,0,0,0,0,0.0,0.0,10.0,15.6,15.6,12.6,0.0,77,0.0,2018,Waiver
394,Jake Butt,DEN,TE,23,3,3,0,0,0,0,0,0,0,0.0,0,13,8,85,10.63,0,0,0,0,0.0,0.0,9.0,16.5,16.5,12.5,0.0,79,0.0,2018,Waiver
400,Luke Willson,DET,TE,28,14,8,0,0,0,0,0,0,0,0.0,0,19,13,87,6.69,0,0,0,0,0.0,0.0,9.0,21.7,21.7,15.2,0.0,78,0.0,2018,Waiver
403,Tyler Conklin,MIN,TE,23,16,3,0,0,0,0,0,0,0,0.0,0,7,5,77,15.4,0,0,0,0,0.0,0.0,8.0,12.7,12.7,10.2,0.0,80,0.0,2018,Waiver
404,Matt Lengel,CIN,TE,28,11,2,0,0,0,0,0,0,0,0.0,0,8,3,17,5.67,1,0,0,1,0.0,0.0,8.0,10.7,10.7,9.2,0.0,81,0.0,2018,Waiver
410,Blake Bell,JAX,TE,27,10,4,0,0,0,0,0,0,0,0.0,0,11,8,67,8.38,0,0,0,0,0.0,0.0,7.0,14.7,14.7,10.7,0.0,84,0.0,2018,Waiver
413,Jermaine Gresham,ARI,TE,30,13,11,0,0,0,0,0,0,0,0.0,0,12,9,94,10.44,0,1,1,0,0.0,0.0,7.0,16.4,17.4,11.9,0.0,82,0.0,2018,Waiver
414,Xavier Grimble,PIT,TE,26,16,2,0,0,0,0,0,0,0,0.0,0,8,6,86,14.33,0,1,1,0,0.0,0.0,7.0,12.6,13.6,9.6,0.0,86,0.0,2018,Waiver
416,Joshua Perkins,PHI,TE,25,9,1,0,0,0,0,0,0,0,0.0,0,11,5,67,13.4,0,0,0,0,0.0,0.0,7.0,11.7,11.7,9.2,0.0,85,0.0,2018,Waiver
417,Eric Tomlinson,NYJ,TE,26,15,12,0,0,0,0,0,0,0,0.0,0,14,8,72,9.0,0,0,0,0,0.0,0.0,7.0,15.2,15.2,11.2,0.0,83,0.0,2018,Waiver
419,David Grinnage,JAX,TE,24,4,2,0,0,0,0,0,0,0,0.0,0,8,6,61,10.17,0,0,0,0,0.0,0.0,6.0,12.1,12.1,9.1,0.0,87,0.0,2018,Waiver
424,Antony Auclair,TAM,TE,25,16,10,0,0,0,0,0,0,0,0.0,0,8,7,48,6.86,0,0,0,0,0.0,0.0,5.0,11.8,11.8,8.3,0.0,92,0.0,2018,Waiver
427,Rico Gathers,DAL,TE,24,15,4,0,0,0,0,0,0,0,0.0,0,7,3,45,15.0,0,0,0,0,0.0,0.0,5.0,7.5,7.5,6.0,0.0,93,0.0,2018,Waiver
429,Jacob Hollister,NWE,TE,25,8,1,0,0,0,0,0,0,0,0.0,0,5,4,52,13.0,0,0,0,0,0.0,0.0,5.0,9.2,9.2,7.2,0.0,88,0.0,2018,Waiver
431,Eric Saubert,ATL,TE,24,16,1,0,0,0,0,0,0,0,0.0,0,9,5,48,9.6,0,0,0,0,0.0,0.0,5.0,9.8,9.8,7.3,0.0,91,0.0,2018,Waiver
432,Durham Smythe,MIA,TE,23,15,2,0,0,0,0,0,0,0,0.0,0,11,6,50,8.33,0,0,0,0,0.0,0.0,5.0,11.0,11.0,8.0,0.0,90,0.0,2018,Waiver
436,Delanie Walker,TEN,TE,34,1,1,0,0,0,0,0,0,0,0.0,0,7,4,52,13.0,0,0,0,0,0.0,0.0,5.0,9.2,9.2,7.2,0.0,89,0.0,2018,Waiver
440,Ben Braunecker,CHI,TE,24,15,2,0,0,0,0,0,0,0,0.0,0,5,3,42,14.0,0,0,0,0,0.0,0.0,4.0,7.2,7.2,5.7,0.0,94,0.0,2018,Waiver
444,Tyler Kroft,CIN,TE,26,5,2,0,0,0,0,0,0,0,0.0,0,6,4,36,9.0,0,0,0,0,0.0,0.0,4.0,7.6,7.6,5.6,0.0,98,0.0,2018,Waiver
